sample,B2M,CD274,CTLA4,HLA-A,HLA-B,HLA-C,PDCD1,PDCD1LG2,TAP1,TAPBP,canType
TCGA-LL-A5YN-01A-11R-A28M-07,12.7661,1.0889,2.6246,10.3839,11.9421,11.2949,2.5023,1.467,6.6309,7.6696,BRCA
TCGA-LL-A5YO-01A-21R-A28M-07,13.4245,2.1454,3.0455,10.0322,11.1714,10.1974,3.1414,2.1457,7.0379,6.4979,BRCA
TCGA-LL-A5YP-01A-21R-A28M-07,12.1975,1.4847,1.6136,9.6013,9.8822,9.4147,1.1091,2.137,5.0467,6.1603,BRCA
TCGA-LL-A6FP-01A-11R-A31O-07,9.7729,0.6133,0.0279,6.2379,7.7142,8.56,0.0283,0.1715,2.3368,5.6513,BRCA
TCGA-LL-A6FQ-01A-11R-A31O-07,12.7669,0.4204,0.2757,9.5535,11.2725,10.374,0.8013,0.4939,5.2345,6.1457,BRCA
TCGA-LL-A6FR-01A-12R-A31O-07,11.542,0.3151,0.1349,10.5311,11.1061,10.2668,0.1876,1.5623,4.5888,6.3415,BRCA
TCGA-LL-A73Y-01A-11R-A33J-07,12.2867,1.7298,3.1203,9.8988,9.866,8.906,1.2721,1.9195,5.3438,6.4701,BRCA
TCGA-LL-A73Z-01A-11R-A32P-07,13.5086,1.3808,1.5113,10.0825,10.8459,9.9564,1.2803,1.7297,6.0431,5.7254,BRCA
TCGA-LL-A740-01A-21R-A32P-07,11.873,0.9615,1.6003,8.2453,9.0519,8.7555,0.6107,1.6594,4.5366,5.0721,BRCA
TCGA-LL-A7SZ-01A-32R-A352-07,12.3489,0.6165,2.0203,9.1517,10.5735,9.3707,1.5714,0.9207,4.7766,4.8956,BRCA
TCGA-LL-A7T0-01A-31R-A352-07,11.7593,1.1995,1.5174,8.7345,9.9964,9.446,1.2724,0.9893,5.7764,6.4964,BRCA
TCGA-LL-A8F5-01A-11R-A36F-07,12.4305,1.2421,1.3495,10.1685,10.5943,10.0757,1.3029,1.023,6.9285,6.7029,BRCA
TCGA-LL-A9Q3-01A-11R-A41B-07,12.7822,0.4818,1.0184,9.6562,10.1645,9.573,0.5356,1.1119,5.3936,6.8934,BRCA
TCGA-LQ-A4E4-01A-11R-A266-07,10.5195,0.7763,0.1804,7.8896,8.6821,9.4623,0.4623,0.7003,4.3763,6.2407,BRCA
TCGA-MS-A51U-01A-31R-A266-07,12.2728,1.926,1.1527,9.2081,9.8421,8.7894,0.8294,1.2836,5.3165,6.2583,BRCA
TCGA-OK-A5Q2-01A-11R-A27Q-07,12.365,1.4143,1.7945,9.1861,9.7803,9.0159,1.9149,1.4824,5.0714,6.5566,BRCA
TCGA-OL-A5D6-01A-21R-A27Q-07,11.5825,0.4135,1.1597,8.2822,8.8541,8.6626,0.5257,1.0646,4.0614,5.2596,BRCA
TCGA-OL-A5D7-01A-11R-A27Q-07,12.3158,2.1418,2.6656,10.3703,11.2493,10.5823,2.9736,1.636,7.8786,7.3036,BRCA
TCGA-OL-A5D8-01A-11R-A27Q-07,12.1938,1.6684,1.5999,9.1694,10.4155,9.2527,1.2049,1.2976,5.5692,6.2573,BRCA
TCGA-OL-A5DA-01A-11R-A27Q-07,12.2537,1.4113,0.724,10.1304,10.2729,10.059,1.1643,1.4675,6.397,7.0845,BRCA
TCGA-OL-A5RU-01A-11R-A28M-07,12.736,1.3586,1.8524,9.6333,10.5686,10.2744,1.8089,1.8239,5.3671,6.2837,BRCA
TCGA-OL-A5RV-01A-12R-A28M-07,11.4354,1.0674,1.0108,8.5225,8.5403,9.1965,0.7358,0.9913,4.8298,6.3688,BRCA
TCGA-OL-A5RW-01A-11R-A28M-07,12.4225,1.9478,1.0129,11.2604,11.5058,11.0983,0.5017,1.3453,6.9424,6.8003,BRCA
TCGA-OL-A5RX-01A-11R-A28M-07,11.8389,1.4736,0.6367,8.5982,9.6275,9.142,0.8361,1.153,5.1823,6.2418,BRCA
TCGA-OL-A5RY-01A-21R-A28M-07,13.2975,1.0058,2.2645,10.343,11.0783,9.7534,2.5368,2.2157,5.9911,5.9552,BRCA
TCGA-OL-A5RZ-01A-11R-A28M-07,9.9461,0.1351,0.4726,6.4771,6.9792,6.7711,0.3297,0.2423,2.6629,5.4198,BRCA
TCGA-OL-A5S0-01A-11R-A28M-07,12.838,1.1906,2.0212,10.5056,11.2904,10.8041,1.2875,1.7598,6.4642,7.5513,BRCA
TCGA-OL-A66H-01A-11R-A29R-07,13.7003,1.4623,1.2904,10.7481,12.107,10.9019,1.116,1.6567,6.9244,6.948,BRCA
TCGA-OL-A66I-01A-21R-A29R-07,13.8449,1.9014,3.6869,11.8365,12.4209,11.2817,3.466,2.9026,8.0228,8.1857,BRCA
TCGA-OL-A66J-01A-11R-A29R-07,11.6417,1.3445,0.91,8.1803,9.0294,9.4005,0.5568,0.8551,4.063,6.35,BRCA
TCGA-OL-A66K-01A-11R-A29R-07,11.695,3.2561,0.2443,8.0919,9.5121,9.7305,0.9955,0.8878,5.0296,6.7771,BRCA
TCGA-OL-A66L-01A-12R-A31O-07,12.0575,0.6729,1.0359,9.0145,10.642,10.1581,1.1204,1.0122,5.0391,6.5785,BRCA
TCGA-OL-A66N-01A-12R-A31O-07,11.5565,0.7677,0.745,8.565,9.273,9.1309,1.0176,1.1373,3.7927,6.0883,BRCA
TCGA-OL-A66O-01A-11R-A31O-07,11.3314,0.2042,0.5718,8.8778,9.5335,9.555,0.2887,0.4614,4.5399,6.246,BRCA
TCGA-OL-A66P-01A-11R-A31O-07,12.5453,0.827,1.9884,9.6464,10.4891,10.133,2.469,1.4672,5.2196,5.8462,BRCA
TCGA-OL-A6VO-01A-12R-A33J-07,12.7586,1.9987,1.3734,10.5227,11.0099,9.9194,0.5504,1.3449,7.8001,6.6154,BRCA
TCGA-OL-A6VQ-01A-12R-A41B-07,12.0539,1.6648,1.5,9.4815,9.0647,9.3454,1.0473,1.5927,5.1006,6.6159,BRCA
TCGA-OL-A6VR-01A-32R-A33J-07,12.1515,1.0438,0.246,8.8154,9.6515,8.9645,0.1983,0.6434,4.6393,6.1501,BRCA
TCGA-OL-A97C-01A-32R-A41B-07,12.8525,1.6511,3.5345,10.6527,11.1594,10.1112,2.0684,1.1003,6.1964,6.7437,BRCA
TCGA-PE-A5DC-01A-12R-A27Q-07,12.2482,0.9631,0.41,9.3333,9.6792,9.135,0.6329,0.6868,5.5006,6.9164,BRCA
TCGA-PE-A5DD-01A-12R-A27Q-07,11.7073,1.0636,0.9328,9.1075,10.3154,10.3376,1.1272,0.8805,5.4517,7.0937,BRCA
TCGA-PE-A5DE-01A-11R-A27Q-07,14.069,2.852,2.3605,11.6056,12.2593,11.918,3.1981,2.4532,7.7779,7.4092,BRCA
TCGA-PL-A8LV-01A-21R-A41B-07,12.4318,1.0441,1.6847,9.3326,10.1695,9.3171,0.9838,1.1238,5.7161,5.854,BRCA
TCGA-PL-A8LX-01A-11R-A41B-07,13.088,0.4257,0.3262,10.5198,11.3875,10.4648,0.1476,0.5926,5.8101,7.4154,BRCA
TCGA-PL-A8LY-01A-11R-A41B-07,11.7309,0.4791,0.187,9.0519,10.6045,8.9107,0.4567,0.9216,4.4659,5.9103,BRCA
TCGA-PL-A8LZ-01A-31R-A36F-07,13.9929,3.8533,3.072,11.8104,12.6862,11.7396,2.2459,3.6546,9.1248,7.3549,BRCA
TCGA-S3-A6ZF-01A-32R-A32P-07,13.1273,1.8001,1.7287,10.0317,10.6902,10.0851,1.0125,1.5314,6.4031,6.1508,BRCA
TCGA-S3-A6ZG-01A-22R-A32P-07,12.5827,1.7671,0.8636,8.7521,9.8372,8.5787,0.6835,1.526,5.6968,5.8349,BRCA
TCGA-S3-A6ZH-01A-22R-A32P-07,12.9976,0.9211,0.8993,8.4675,9.1392,9.199,0.6473,0.9723,4.8201,6.1798,BRCA
TCGA-S3-AA0Z-01A-11R-A41B-07,14.1436,2.2652,1.9433,12.1098,12.3451,11.6665,1.8922,1.7538,7.641,8.5992,BRCA
TCGA-S3-AA10-01A-21R-A41B-07,13.4818,3.1488,3.4192,11.9019,12.0951,11.4384,3.042,2.8178,9.228,7.6144,BRCA
TCGA-S3-AA11-01A-31R-A41B-07,11.8272,1.2017,0.2557,8.7796,9.5391,9.4486,0.38,0.6263,4.9274,6.3369,BRCA
TCGA-S3-AA12-01A-11R-A41B-07,10.912,1.4232,0.5821,7.9153,8.0599,7.4544,0.3373,0.8461,3.4865,6.2706,BRCA
TCGA-S3-AA14-01A-11R-A41B-07,11.8918,1.1747,1.5083,8.2246,8.8752,8.7851,0.6026,1.1135,4.7676,6.1129,BRCA
TCGA-S3-AA15-01A-11R-A41B-07,12.0108,1.2817,1.736,9.1307,10.1154,9.079,1.7183,1.7112,5.5323,5.8633,BRCA
TCGA-S3-AA17-01A-11R-A41B-07,12.9316,1.9871,3.6196,9.7738,10.7111,9.9129,2.3692,2.8148,7.1028,6.7,BRCA
TCGA-UL-AAZ6-01A-11R-A41B-07,14.3356,1.0061,0.3508,11.0818,12.1723,10.6908,0.4171,1.0501,7.0028,5.7182,BRCA
TCGA-UU-A93S-01A-21R-A41B-07,12.7671,2.2421,0.7403,12.2539,12.1362,10.4421,0.4668,0.549,7.183,6.9888,BRCA
TCGA-V7-A7HQ-01A-11R-A33J-07,10.0194,0.8227,0.2383,7.8074,9.0781,8.8402,0.1566,0.576,3.8876,6.5433,BRCA
TCGA-W8-A86G-01A-21R-A36F-07,10.8725,0.9992,0.1309,8.0359,9.3496,9.3215,0.1813,0.7386,4.3839,6.3758,BRCA
TCGA-WT-AB41-01A-11R-A41B-07,12.5894,0.8548,2.56,11.8816,12.8134,11.4602,2.0291,1.3489,5.7142,7.2886,BRCA
TCGA-WT-AB44-01A-11R-A41B-07,10.6791,2.8499,0.4036,8.5502,9.5755,8.8305,0.258,1.0773,4.2395,6.3832,BRCA
TCGA-XX-A899-01A-11R-A36F-07,12.7407,1.7413,2.2574,9.6764,10.1442,9.6953,2.0293,2.2145,5.8706,6.5118,BRCA
TCGA-XX-A89A-01A-11R-A36F-07,12.7524,1.6148,2.356,9.9034,10.5139,10.1048,1.3487,2.2132,5.4584,6.4463,BRCA
TCGA-Z7-A8R5-01A-42R-A41B-07,11.6226,0.7984,0.7746,9.5988,9.976,9.1608,0.6837,0.8465,4.5663,6.3275,BRCA
TCGA-Z7-A8R6-01A-11R-A41B-07,11.7039,1.4921,0.9187,9.1187,9.7131,9.437,0.4613,1.068,5.5146,6.5461,BRCA
TCGA-2W-A8YY-01A-11R-A37O-07,11.0777,1.2688,0.9377,8.6167,8.8287,8.2565,1.4271,1.359,4.7145,6.172,CESC
TCGA-4J-AA1J-01A-21R-A38B-07,13.5859,1.2858,0.9332,10.2075,11.7911,10.4978,0.6209,0.5345,7.302,6.6666,CESC
TCGA-BI-A0VR-01A-11R-A10U-07,14.0729,3.7525,2.9247,10.9654,11.6533,10.7387,1.9454,1.4629,8.6232,6.8994,CESC
TCGA-BI-A0VS-01A-11R-A10U-07,11.8254,1.3189,2.2779,8.6512,9.0803,8.2034,1.4151,1.2533,5.8985,5.8062,CESC
TCGA-BI-A20A-01A-11R-A14Y-07,14.054,2.8375,2.3728,11.5377,11.3406,10.0155,1.8523,1.1871,7.4743,7.0669,CESC
TCGA-C5-A0TN-01A-21R-A14Y-07,13.8127,3.4744,1.5161,11.6008,12.1695,11.1033,0.8416,2.0643,8.0505,6.9121,CESC
TCGA-C5-A1BE-01B-11R-A13Y-07,13.8326,3.5293,1.9011,11.0905,11.4565,10.4409,1.1144,1.5619,8.0101,6.5178,CESC
TCGA-C5-A1BF-01B-11R-A13Y-07,13.1725,2.3514,1.3959,9.5834,10.885,10.1858,0.6661,1.6916,6.3869,6.6413,CESC
TCGA-C5-A1BI-01B-11R-A13Y-07,12.8573,2.5315,2.4683,9.2912,10.0939,9.1626,1.6446,1.5607,6.4151,5.7131,CESC
TCGA-C5-A1BJ-01A-11R-A13Y-07,13.3713,2.4838,2.2593,10.4776,10.8388,9.868,1.3059,1.2724,7.0408,6.0273,CESC
TCGA-C5-A1BK-01B-11R-A13Y-07,14.1814,4.3309,3.0214,11.7688,10.0819,10.9111,3.1084,1.7447,8.6471,6.4752,CESC
TCGA-C5-A1BL-01A-11R-A13Y-07,13.0857,3.956,2.1553,9.866,10.81,9.4478,1.6783,2.0376,7.6364,6.7445,CESC
TCGA-C5-A1BM-01A-11R-A13Y-07,14.2672,3.0545,1.9563,11.253,11.8253,10.7473,1.5202,2.021,8.2335,6.5811,CESC
TCGA-C5-A1BN-01B-11R-A14Y-07,13.296,2.4836,0.2357,10.9233,10.5704,11.2244,0.1507,1.6232,7.4763,5.7389,CESC
TCGA-C5-A1BQ-01C-11R-A213-07,14.1374,4.2037,1.5298,8.6744,11.295,10.4518,2.3899,1.1824,7.4531,5.6294,CESC
TCGA-C5-A1M5-01A-11R-A13Y-07,13.9793,2.427,2.1071,11.2187,11.7525,10.4691,1.404,1.8721,7.7281,6.8412,CESC
TCGA-C5-A1M6-01A-11R-A13Y-07,11.5745,1.3672,0.2084,8.9105,9.7242,8.771,2.7434,0.465,5.0771,5.8904,CESC
TCGA-C5-A1M7-01A-11R-A13Y-07,13.1937,2.5593,1.757,11.5286,11.7599,10.9951,0.8907,1.395,7.4176,6.9679,CESC
TCGA-C5-A1M8-01A-21R-A13Y-07,12.5904,1.2009,0.568,9.171,9.2927,7.8622,0.2907,0.6504,5.124,4.4754,CESC
TCGA-C5-A1M9-01A-11R-A13Y-07,13.1391,1.2931,0.7465,10.8658,11.1912,10.48,1.2916,0.7846,7.6948,6.6046,CESC
TCGA-C5-A1ME-01A-11R-A13Y-07,12.2306,0.761,1.2364,10.0502,10.761,9.8484,1.2194,0.2083,4.9846,6.757,CESC
TCGA-C5-A1MF-01A-11R-A13Y-07,11.9967,0.8083,0.8716,10.6176,11.4257,9.54,0.7064,0.4157,5.5895,6.2704,CESC
TCGA-C5-A1MH-01A-11R-A14Y-07,13.6846,4.0828,2.9893,11.4941,11.8454,10.8888,2.5446,2.117,8.3327,6.6789,CESC
TCGA-C5-A1MI-01A-11R-A14Y-07,12.9763,1.5961,2.5538,10.6846,10.6868,11.3859,1.8687,1.2365,6.6937,6.4525,CESC
TCGA-C5-A1MJ-01A-11R-A14Y-07,12.958,1.5439,1.5055,10.485,10.7299,10.1133,0.5225,1.5811,6.4104,5.3982,CESC
TCGA-C5-A1MK-01A-11R-A14Y-07,13.5248,3.7622,1.1062,9.9369,9.9343,9.8717,1.0973,1.5599,6.5121,5.4836,CESC
TCGA-C5-A1ML-01A-11R-A14Y-07,13.2077,2.7648,1.8477,12.1664,12.4772,11.2646,1.02,1.0361,7.9428,6.6283,CESC
TCGA-C5-A1MN-01A-11R-A14Y-07,12.3234,3.7709,0.8215,11.457,11.6466,10.4458,0.4591,2.2267,7.1407,6.0833,CESC
TCGA-C5-A1MP-01A-11R-A14Y-07,13.5873,4.3692,2.5432,10.3236,11.2808,9.7087,1.702,2.0978,7.1408,5.8822,CESC
TCGA-C5-A1MQ-01A-11R-A14Y-07,12.7847,2.325,1.3006,8.9971,11.5461,10.8253,1.6576,2.1844,6.7526,6.554,CESC
TCGA-C5-A2LS-01A-22R-A22U-07,12.2227,1.0545,0.3365,9.5437,9.4672,8.5987,0.1641,0.193,5.3621,6.6577,CESC
TCGA-C5-A2LT-01A-11R-A18M-07,12.5456,3.9383,2.1382,9.0875,9.4754,7.9048,1.9413,4.0877,5.9785,5.6508,CESC
TCGA-C5-A2LV-01A-11R-A18M-07,13.2153,2.4971,1.7641,10.8649,11.2828,10.0567,0.736,2.0206,6.8091,5.4793,CESC
TCGA-C5-A2LX-01A-11R-A18M-07,12.4667,3.0459,3.2664,9.6923,10.3327,9.7313,2.2466,1.0448,6.4585,7.4057,CESC
TCGA-C5-A2LY-01A-31R-A18M-07,13.724,1.7196,2.3301,11.4718,12.312,11.3906,2.3157,1.4146,8.023,7.0092,CESC
TCGA-C5-A2LZ-01A-11R-A213-07,13.6143,2.5144,1.6858,10.7064,11.0164,9.9837,1.1155,0.8007,7.4967,6.0843,CESC
TCGA-C5-A2M1-01A-11R-A18M-07,13.541,1.9773,3.3117,10.9741,11.7642,9.9575,2.859,1.4207,7.5383,6.447,CESC
TCGA-C5-A2M2-01A-21R-A18M-07,13.4942,1.8919,1.1711,10.9906,11.666,10.0693,1.1737,0.4936,6.625,6.7497,CESC
TCGA-C5-A3HD-01B-11R-A213-07,13.5164,2.431,1.0962,8.2609,12.0681,10.7507,0.4726,0.4149,8.2775,7.2295,CESC
TCGA-C5-A3HE-01A-21R-A22U-07,13.0379,1.7772,1.7509,10.4941,11.2844,9.6335,2.0051,0.6874,7.3805,6.7015,CESC
TCGA-C5-A3HF-01A-11R-A213-07,13.162,1.2538,1.6085,11.0223,11.22,10.1911,1.1699,0.9487,7.0379,6.498,CESC
TCGA-C5-A3HL-01A-11R-A213-07,13.2275,2.4481,0.823,10.5988,10.6232,9.6497,0.6741,1.2888,6.7257,6.0328,CESC
TCGA-C5-A7CG-01A-11R-A32P-07,14.2587,5.0561,3.4944,10.9736,12.2839,11.2894,3.5296,2.7933,8.1878,7.3124,CESC
TCGA-C5-A7CH-01A-11R-A33Z-07,12.5186,2.3404,1.0183,10.5341,10.8349,9.3725,0.4014,0.8301,7.1667,6.2499,CESC
TCGA-C5-A7CJ-01A-11R-A32P-07,13.7824,3.6067,2.5431,10.0756,10.7736,9.5699,1.2545,1.5504,7.1614,6.4519,CESC
TCGA-C5-A7CK-01A-11R-A32P-07,11.5464,2.1574,0.4731,8.8035,9.3033,9.1053,0.3771,0.9669,5.9029,5.9645,CESC
TCGA-C5-A7CL-01A-11R-A32P-07,13.8793,3.5882,1.48,10.6396,12.0148,10.8534,0.7978,1.6298,6.8736,7.0512,CESC
TCGA-C5-A7CM-01A-11R-A33Z-07,12.4356,1.1209,0.2589,9.4395,8.8285,8.7764,0.2836,0.5834,5.0484,6.8176,CESC
TCGA-C5-A7CO-01A-11R-A352-07,12.4162,4.1154,1.2653,7.9749,10.0985,8.7748,1.344,1.4629,5.8683,6.3786,CESC
TCGA-C5-A7UC-01A-11R-A352-07,12.4804,2.5523,1.3456,9.7828,9.268,8.9647,0.3085,2.2135,6.3593,6.5001,CESC
TCGA-C5-A7UE-01A-11R-A33Z-07,12.047,2.0485,1.4014,9.5548,9.8164,9.196,0.804,0.4274,6.0675,6.0518,CESC
TCGA-C5-A7UH-01A-11R-A352-07,11.0007,2.2147,1.301,8.0764,8.5009,7.3562,0.9887,1.4803,5.2575,5.9384,CESC
TCGA-C5-A7UI-01A-11R-A36F-07,13.1652,2.5926,2.3577,12.1673,12.755,12.3266,1.9043,1.217,8.2455,7.4465,CESC
TCGA-C5-A7X3-01A-11R-A352-07,12.6978,2.2266,1.1469,8.9564,9.4008,8.4487,1.423,1.9225,5.7297,6.0032,CESC
TCGA-C5-A7X5-01A-11R-A36F-07,13.1161,1.0378,0.5882,6.0642,9.916,9.2075,0.2297,0.6874,6.8968,5.7396,CESC
TCGA-C5-A7X8-01A-11R-A36F-07,12.2974,0.7181,1.1535,9.4412,9.8406,9.2822,1.1831,0.6984,4.9917,6.4618,CESC
TCGA-C5-A7XC-01A-11R-A38B-07,13.2596,1.3368,1.7547,9.6471,10.5685,9.6607,1.0931,1.0317,6.7216,6.6069,CESC
TCGA-C5-A8XH-01A-11R-A37O-07,13.6941,3.3652,2.3045,11.9184,12.4437,11.3429,1.1494,1.692,8.146,7.0689,CESC
TCGA-C5-A8XI-01A-11R-A37O-07,13.4918,3.6056,2.0139,11.3985,11.1158,10.2564,1.4157,1.3527,7.5137,6.6952,CESC
TCGA-C5-A8XJ-01A-11R-A37O-07,13.3232,3.8912,1.8906,10.7516,11.4699,10.1241,2.0136,1.8711,7.1768,6.5966,CESC
TCGA-C5-A8XK-01A-11R-A37O-07,11.6362,2.2872,0.7407,9.9544,10.0482,10.3572,0.6777,0.9477,6.564,6.8529,CESC
TCGA-C5-A8YQ-01A-11R-A37O-07,11.7887,1.2994,0.3982,8.494,9.0303,8.8704,1.111,0.7796,5.3424,6.8223,CESC
TCGA-C5-A8YR-01A-12R-A37O-07,13.2245,4.1119,2.7435,9.0125,10.3324,9.5767,2.2442,1.8999,6.593,6.4013,CESC
TCGA-C5-A8YT-01A-11R-A37O-07,12.1099,0.6409,0.3389,9.9393,10.07,8.6757,0.3813,0.5876,5.4793,5.7912,CESC
TCGA-C5-A8ZZ-01A-11R-A37O-07,12.9643,1.3223,0.801,10.1076,10.0686,9.8217,0.342,1.2187,7.0048,6.0657,CESC
TCGA-C5-A901-01A-11R-A37O-07,12.6262,3.0802,1.5998,9.4765,10.4091,9.2352,1.0691,0.7288,6.5777,5.4836,CESC
TCGA-C5-A902-01A-11R-A37O-07,13.1982,1.1038,1.7651,11.2203,11.36,9.7812,1.5516,0.626,7.7446,6.7516,CESC
TCGA-C5-A905-01A-11R-A37O-07,11.305,0.417,0.9026,8.8207,7.6523,7.8816,0.8762,0.1687,5.3579,5.9862,CESC
TCGA-C5-A907-01A-11R-A37O-07,14.3202,3.5657,1.3123,11.6842,11.3473,11.0846,1.4104,3.4221,8.1642,7.596,CESC
TCGA-DG-A2KH-01A-21R-A22U-07,13.0435,0.7225,0.5966,9.3751,10.3966,9.729,0.2572,0.1181,6.1322,5.797,CESC
TCGA-DG-A2KJ-01A-11R-A32Y-07,10.6745,0.8998,1.3379,10.6926,11.6742,11.1952,0.9251,0.8614,5.6105,6.1053,CESC
TCGA-DG-A2KK-01A-11R-A180-07,10.1078,1.6682,1.3795,10.3484,11.1069,9.9835,1.1793,1.034,6.5259,6.6093,CESC
TCGA-DG-A2KL-01A-11R-A180-07,14.0127,4.4043,2.014,10.6251,11.4485,10.3705,0.5194,2.5697,7.5138,6.9504,CESC
TCGA-DG-A2KM-01A-11R-A180-07,14.4212,4.6713,4.6549,11.0076,11.9558,11.0644,3.4466,3.6992,8.2761,6.5137,CESC
TCGA-DR-A0ZL-01A-11R-A10U-07,11.2779,2.0967,0.8966,7.1699,8.5762,7.7725,0.334,0.5902,5.6093,5.3709,CESC
TCGA-DR-A0ZM-01A-12R-A10U-07,12.9051,6.3939,1.9834,10.4074,12.0478,10.504,1.8015,1.7181,7.4648,6.3736,CESC
TCGA-DS-A0VK-01A-21R-A10U-07,12.8869,1.3443,0.4842,9.4,9.5958,8.456,0.5166,0.6695,5.5818,4.9105,CESC
TCGA-DS-A0VL-01A-21R-A10U-07,13.9379,2.8989,2.1733,10.8393,11.5304,10.2459,1.4543,1.1473,8.0862,6.3196,CESC
TCGA-DS-A0VM-01A-11R-A10U-07,13.6151,5.6798,1.7091,12.0668,12.1772,11.2139,0.5416,3.6236,8.1059,7.0438,CESC
TCGA-DS-A0VN-01A-21R-A10U-07,13.9594,3.5944,2.2951,11.1248,11.6827,10.6909,2.6857,2.5827,7.6772,7.1349,CESC
TCGA-DS-A1O9-01A-11R-A14Y-07,14.5131,3.8786,2.2977,11.3358,11.4448,10.1763,2.077,2.2869,8.6762,7.1329,CESC
TCGA-DS-A1OA-01A-11R-A14Y-07,14.2576,2.5936,1.6749,10.7052,11.4382,9.9478,0.9863,1.4575,7.6884,6.2094,CESC
TCGA-DS-A1OB-01A-11R-A14Y-07,12.594,3.1352,1.4453,9.8736,10.1035,8.9714,0.7466,1.0151,7.569,5.9695,CESC
TCGA-DS-A1OC-01A-11R-A14Y-07,12.7429,1.8049,2.3947,9.3633,9.4615,9.1678,2.3307,1.9754,6.4095,6.5366,CESC
TCGA-DS-A1OD-01A-11R-A14Y-07,14.1293,1.8213,4.0559,10.7115,11.8109,10.4238,3.7344,1.5242,7.7132,6.8263,CESC
TCGA-DS-A3LQ-01A-21R-A21T-07,11.8682,3.8578,1.0955,8.8219,9.361,8.0983,0.803,2.2824,5.6706,4.5168,CESC
TCGA-DS-A5RQ-01A-11R-A28H-07,13.5226,3.7369,1.512,10.5984,11.0387,10.1221,0.8463,1.7823,7.3006,7.1326,CESC
TCGA-DS-A7WF-01A-11R-A352-07,13.5534,1.8684,1.4684,11.8646,12.0677,11.4401,3.1204,1.18,7.5409,6.3318,CESC
TCGA-DS-A7WH-01A-22R-A352-07,11.589,1.1384,1.8393,9.5867,9.3331,9.0368,1.5708,0.7686,5.2003,6.6692,CESC
TCGA-DS-A7WI-01A-12R-A352-07,11.9379,1.5913,0.8075,8.8345,10.402,8.9268,0.7153,1.133,5.5206,6.712,CESC
TCGA-EA-A1QS-01A-61R-A22U-07,12.4227,4.4029,1.3694,9.2084,9.9875,9.6546,0.9115,2.8166,5.5336,6.3301,CESC
TCGA-EA-A1QT-01A-11R-A14Y-07,11.8837,2.2787,1.4538,8.6136,8.4789,8.6353,0.908,1.1416,7.2022,6.1978,CESC
TCGA-EA-A3HQ-01A-11R-A213-07,13.7222,2.5998,2.0077,9.8295,10.762,9.7556,1.6851,1.6451,7.094,6.1947,CESC
TCGA-EA-A3HR-01A-11R-A213-07,12.2562,2.4967,0.4724,8.8152,9.4325,8.3052,0.3867,1.0741,5.7803,5.2225,CESC
TCGA-EA-A3HS-01A-11R-A213-07,13.336,2.0756,1.5031,10.6298,10.9163,10.3829,0.9232,0.9127,7.8278,6.8328,CESC
TCGA-EA-A3HT-01A-61R-A21T-07,13.6442,3.4235,2.2372,10.9723,11.4964,10.5089,1.4228,1.4595,6.8461,6.233,CESC
TCGA-EA-A3HU-01A-11R-A213-07,12.4978,3.817,3.2171,11.5255,12.4451,11.4099,2.7577,1.8495,8.3077,6.7325,CESC
TCGA-EA-A3QD-01A-32R-A22U-07,14.0935,4.8473,3.1353,10.5581,11.5559,10.4885,2.7479,2.1437,7.45,6.4113,CESC
TCGA-EA-A3QE-01A-21R-A21T-07,13.5704,5.4096,2.8713,9.0412,9.5774,8.9033,2.6255,2.5781,7.0305,6.0176,CESC
TCGA-EA-A3Y4-01A-51R-A24H-07,13.3702,3.0244,2.6712,10.5181,11.5074,11.5526,3.2038,1.4003,7.8214,7.645,CESC
TCGA-EA-A410-01A-11R-A32Y-07,11.854,1.8809,1.1641,9.488,9.3997,8.7706,1.8191,0.871,6.3917,6.4672,CESC
TCGA-EA-A411-01A-11R-A24H-07,12.8453,1.5379,1.5193,10.2378,10.4592,9.536,0.7404,1.223,6.4896,5.9619,CESC
TCGA-EA-A439-01A-11R-A24H-07,13.8471,3.1062,1.5981,11.2728,12.1605,11.0113,1.2043,1.6035,7.6423,7.2977,CESC
TCGA-EA-A43B-01A-81R-A32Y-07,12.5244,2.8154,1.7531,12.1068,12.4523,11.1457,1.9253,1.9261,8.025,8.501,CESC
TCGA-EA-A44S-01A-12R-A26T-07,13.3563,3.7269,1.6745,10.1202,11.3738,9.8771,1.0419,1.3762,6.5147,5.7494,CESC
TCGA-EA-A4BA-01A-21R-A26T-07,9.829,0.1782,0.1812,7.9389,6.8339,7.7063,0.2807,0.1735,3.366,5.5328,CESC
TCGA-EA-A50E-01A-21R-A26T-07,11.9324,1.4207,1.2779,8.0964,9.1382,7.9672,0.502,0.8508,4.6797,4.9129,CESC
TCGA-EA-A556-01A-11R-A26T-07,12.0967,1.7636,0.8915,9.6531,10.0079,9.1655,0.6969,1.0209,5.7586,6.2252,CESC
TCGA-EA-A5FO-01A-21R-A28H-07,13.0044,1.6732,0.4449,10.4274,10.478,9.9678,0.2663,0.8925,5.8486,6.2017,CESC
TCGA-EA-A5O9-01A-11R-A28H-07,13.9801,2.5175,1.4426,10.8786,12.0093,11.0461,1.2495,0.8054,7.7126,6.9313,CESC
TCGA-EA-A5ZD-01A-11R-A28H-07,14.1047,2.9037,2.6089,10.777,11.7231,9.9938,1.5158,1.3396,7.8164,6.6109,CESC
