sample,weakBinder,canType
TCGA-A8-A07J-01,781,BRCA
TCGA-JL-A3YW-01,4995,BRCA
TCGA-AR-A1AM-01,8872,BRCA
TCGA-A8-A0AD-01,1499,BRCA
TCGA-C8-A3M7-01,8611,BRCA
TCGA-E2-A15D-01,5318,BRCA
TCGA-GI-A2C9-01,2256,BRCA
TCGA-BH-A1EX-01,2332,BRCA
TCGA-A2-A0T7-01,1604,BRCA
TCGA-B6-A0X7-01,5011,BRCA
TCGA-AO-A0JJ-01,726,BRCA
TCGA-C8-A1HE-01,1945,BRCA
TCGA-BH-A0E2-01,1157,BRCA
TCGA-BH-A5J0-01,2813,BRCA
TCGA-A1-A0SK-01,2709,BRCA
TCGA-E2-A156-01,2423,BRCA
TCGA-AC-A5XS-01,1582,BRCA
TCGA-AN-A04C-01,3054,BRCA
TCGA-A8-A07G-01,572,BRCA
TCGA-BH-A1FE-06,1288,BRCA
TCGA-E9-A1N3-01,3345,BRCA
TCGA-A8-A09W-01,1418,BRCA
TCGA-D8-A1JM-01,1967,BRCA
TCGA-D8-A1X6-01,3225,BRCA
TCGA-D8-A1JF-01,1407,BRCA
TCGA-B6-A0RP-01,3226,BRCA
TCGA-BH-A0DG-01,2058,BRCA
TCGA-BH-A1EN-01,826,BRCA
TCGA-BH-A201-01,1711,BRCA
TCGA-A2-A0CV-01,1155,BRCA
TCGA-WT-AB41-01,2047,BRCA
TCGA-BH-A18N-01,6207,BRCA
TCGA-A8-A07Z-01,669,BRCA
TCGA-E2-A15G-01,6955,BRCA
TCGA-BH-A18G-01,1279,BRCA
TCGA-D8-A73X-01,11565,BRCA
TCGA-A1-A0SE-01,1381,BRCA
TCGA-OL-A5D7-01,12620,BRCA
TCGA-EW-A1J5-01,12155,BRCA
TCGA-A2-A0EP-01,8479,BRCA
TCGA-A2-A0CX-01,1386,BRCA
TCGA-EW-A1OV-01,2592,BRCA
TCGA-JL-A3YX-01,5061,BRCA
TCGA-AR-A5QP-01,4815,BRCA
TCGA-E9-A3X8-01,2533,BRCA
TCGA-AR-A0TR-01,5485,BRCA
TCGA-D8-A1JS-01,1928,BRCA
TCGA-AR-A0U3-01,3306,BRCA
TCGA-A2-A0YF-01,1158,BRCA
TCGA-BH-A42U-01,2267,BRCA
TCGA-MS-A51U-01,13986,BRCA
TCGA-BH-A0B6-01,1083,BRCA
TCGA-D8-A1JL-01,1213,BRCA
TCGA-E2-A1LA-01,2625,BRCA
TCGA-D8-A13Y-01,6128,BRCA
TCGA-A2-A3Y0-01,6111,BRCA
TCGA-A8-A09K-01,7358,BRCA
TCGA-EW-A1OX-01,1446,BRCA
TCGA-EW-A1IY-01,746,BRCA
TCGA-B6-A0IP-01,3146,BRCA
TCGA-AQ-A0Y5-01,1074,BRCA
TCGA-E9-A3Q9-01,2618,BRCA
TCGA-E2-A1LG-01,1498,BRCA
TCGA-E9-A1NG-01,303,BRCA
TCGA-EW-A1P4-01,1143,BRCA
TCGA-BH-A0GY-01,1373,BRCA
TCGA-BH-A0W5-01,4644,BRCA
TCGA-A2-A0ST-01,1712,BRCA
TCGA-E9-A1NE-01,2555,BRCA
TCGA-AO-A03P-01,1308,BRCA
TCGA-A8-A09Q-01,2439,BRCA
TCGA-BH-A0HO-01,561,BRCA
TCGA-E2-A15R-01,3091,BRCA
TCGA-BH-A209-01,2980,BRCA
TCGA-B6-A0WY-01,1164,BRCA
TCGA-E2-A2P5-01,1728,BRCA
TCGA-B6-A0IK-01,1132,BRCA
TCGA-A7-A5ZW-01,979,BRCA
TCGA-LL-A441-01,25826,BRCA
TCGA-BH-A0GZ-01,1297,BRCA
TCGA-LL-A740-01,2085,BRCA
TCGA-AC-A3TM-01,2373,BRCA
TCGA-AR-A1AN-01,381,BRCA
TCGA-BH-A0DI-01,588,BRCA
TCGA-E2-A1IK-01,1355,BRCA
TCGA-E2-A56Z-01,3725,BRCA
TCGA-GM-A5PV-01,1588,BRCA
TCGA-D8-A1X5-01,2689,BRCA
TCGA-A8-A076-01,1554,BRCA
TCGA-E9-A2JT-01,8547,BRCA
TCGA-A8-A09C-01,6436,BRCA
TCGA-E2-A159-01,1728,BRCA
TCGA-AQ-A04J-01,1787,BRCA
TCGA-B6-A402-01,14103,BRCA
TCGA-C8-A12P-01,1330,BRCA
TCGA-AO-A1KS-01,4593,BRCA
TCGA-C8-A12N-01,2984,BRCA
TCGA-LL-A73Z-01,2060,BRCA
TCGA-A1-A0SQ-01,1671,BRCA
TCGA-AN-A0FY-01,7076,BRCA
TCGA-D8-A142-01,3792,BRCA
TCGA-AR-A2LR-01,4256,BRCA
TCGA-BH-A0BC-01,851,BRCA
TCGA-AC-A7VB-01,9721,BRCA
TCGA-LL-A5YL-01,2035,BRCA
TCGA-C8-A3M8-01,5848,BRCA
TCGA-A2-A0EQ-01,2657,BRCA
TCGA-AN-A04D-01,3280,BRCA
TCGA-AO-A03O-01,1736,BRCA
TCGA-A8-A06N-01,3810,BRCA
TCGA-S3-AA12-01,6433,BRCA
TCGA-AO-A0JG-01,3692,BRCA
TCGA-GM-A2DO-01,21930,BRCA
TCGA-B6-A0IB-01,1296,BRCA
TCGA-BH-A0BM-01,1625,BRCA
TCGA-AR-A1AJ-01,1349,BRCA
TCGA-A8-A092-01,1460,BRCA
TCGA-BH-A1FM-01,1731,BRCA
TCGA-EW-A423-01,16347,BRCA
TCGA-C8-A1HI-01,1143,BRCA
TCGA-BH-A0E1-01,446,BRCA
TCGA-D8-A1XR-01,3646,BRCA
TCGA-A8-A08H-01,756,BRCA
TCGA-A2-A0ER-01,939,BRCA
TCGA-EW-A1P6-01,2787,BRCA
TCGA-A7-A0DA-01,2315,BRCA
TCGA-AC-A6IX-06,4854,BRCA
TCGA-EW-A1J1-01,1429,BRCA
TCGA-C8-A1HL-01,2455,BRCA
TCGA-A8-A06P-01,1544,BRCA
TCGA-AR-A1AK-01,4894,BRCA
TCGA-A1-A0SB-01,1113,BRCA
TCGA-A2-A4S3-01,7669,BRCA
TCGA-BH-A0B2-01,1046,BRCA
TCGA-E9-A24A-01,1493,BRCA
TCGA-E2-A1B5-01,917,BRCA
TCGA-E2-A1BC-01,1737,BRCA
TCGA-AR-A24W-01,1703,BRCA
TCGA-AR-A1AU-01,2556,BRCA
TCGA-B6-A408-01,13359,BRCA
TCGA-AO-A03U-01,1196,BRCA
TCGA-OL-A66P-01,1441,BRCA
TCGA-A8-A0A7-01,958,BRCA
TCGA-BH-A0BD-01,1121,BRCA
TCGA-A8-A08A-01,1869,BRCA
TCGA-AR-A24L-01,1109,BRCA
TCGA-BH-A0E9-01,4488,BRCA
TCGA-AC-A3W6-01,8808,BRCA
TCGA-BH-A1EU-01,4252,BRCA
TCGA-A7-A6VV-01,3148,BRCA
TCGA-BH-A0DH-01,1518,BRCA
TCGA-BH-A0EI-01,1653,BRCA
TCGA-D8-A1JE-01,702,BRCA
TCGA-EW-A1IX-01,1220,BRCA
TCGA-E9-A229-01,4416,BRCA
TCGA-BH-A0DE-01,3712,BRCA
TCGA-E2-A105-01,8719,BRCA
TCGA-B6-A0I8-01,2384,BRCA
TCGA-BH-A0DX-01,2555,BRCA
TCGA-A2-A0CY-01,5949,BRCA
TCGA-AN-A0G0-01,2158,BRCA
TCGA-C8-A1HJ-01,4307,BRCA
TCGA-D8-A27K-01,5119,BRCA
TCGA-EW-A2FS-01,14148,BRCA
TCGA-A2-A0YD-01,3806,BRCA
TCGA-AC-A8OS-01,16493,BRCA
TCGA-E9-A54Y-01,5334,BRCA
TCGA-AC-A2FM-01,7008,BRCA
TCGA-C8-A12T-01,749,BRCA
TCGA-A8-A09T-01,1403,BRCA
TCGA-AN-A0XS-01,2687,BRCA
TCGA-LL-A6FP-01,2874,BRCA
TCGA-AN-A0FX-01,3463,BRCA
TCGA-OK-A5Q2-01,8112,BRCA
TCGA-OL-A5DA-01,11231,BRCA
TCGA-E2-A2P6-01,10294,BRCA
TCGA-LD-A9QF-01,1710,BRCA
TCGA-C8-A273-01,1165,BRCA
TCGA-BH-A18L-01,1180,BRCA
TCGA-E9-A22H-01,1999,BRCA
TCGA-BH-A0HU-01,5322,BRCA
TCGA-A7-A3IY-01,1067,BRCA
TCGA-B6-A0RN-01,1341,BRCA
TCGA-AQ-A04H-01,2647,BRCA
TCGA-E2-A14Z-01,4377,BRCA
TCGA-AC-A2FO-01,2225,BRCA
TCGA-C8-A26W-01,3915,BRCA
TCGA-A2-A0D0-01,1715,BRCA
TCGA-E2-A573-01,3882,BRCA
TCGA-B6-A0RS-01,870,BRCA
TCGA-E2-A153-01,754,BRCA
TCGA-E2-A152-01,772,BRCA
TCGA-GM-A2DC-01,5858,BRCA
TCGA-OL-A5RW-01,2887,BRCA
TCGA-OL-A66O-01,9091,BRCA
TCGA-AC-A2FG-01,2880,BRCA
TCGA-GM-A2DI-01,828,BRCA
TCGA-A2-A0YG-01,2474,BRCA
TCGA-BH-A2L8-01,1362,BRCA
TCGA-3C-AALJ-01,19095,BRCA
TCGA-A8-A095-01,2722,BRCA
TCGA-LD-A7W5-01,13105,BRCA
TCGA-BH-A1FN-01,2343,BRCA
TCGA-A8-A081-01,1764,BRCA
TCGA-GM-A2DH-01,6564,BRCA
TCGA-E2-A1L7-01,2722,BRCA
TCGA-E2-A1IE-01,3698,BRCA
TCGA-E2-A1B6-01,5177,BRCA
TCGA-S3-AA14-01,6692,BRCA
TCGA-C8-A1HM-01,4467,BRCA
TCGA-AC-A5EH-01,2361,BRCA
TCGA-BH-A0BT-01,4038,BRCA
TCGA-E2-A574-01,2040,BRCA
TCGA-BH-A0DK-01,442,BRCA
TCGA-AR-A1AH-01,4675,BRCA
TCGA-B6-A1KC-01,2542,BRCA
TCGA-A2-A0CK-01,7498,BRCA
TCGA-B6-A0IO-01,4715,BRCA
TCGA-AR-A1AS-01,1276,BRCA
TCGA-B6-A1KF-01,1536,BRCA
TCGA-D8-A4Z1-01,18742,BRCA
TCGA-BH-A1EO-01,604,BRCA
TCGA-AR-A1AT-01,1215,BRCA
TCGA-AN-A0AS-01,971,BRCA
TCGA-BH-A0DT-01,1339,BRCA
TCGA-B6-A3ZX-01,12035,BRCA
TCGA-A7-A0CE-01,1782,BRCA
TCGA-D8-A1JG-01,1480,BRCA
TCGA-A2-A0CL-01,7810,BRCA
TCGA-BH-A18F-01,1632,BRCA
TCGA-A2-A0D3-01,1983,BRCA
TCGA-AO-A03N-01,1042,BRCA
TCGA-C8-A12Y-01,2391,BRCA
TCGA-D8-A1XJ-01,1197,BRCA
TCGA-D8-A1JD-01,896,BRCA
TCGA-AR-A252-01,830,BRCA
TCGA-A2-A0CT-01,1329,BRCA
TCGA-LL-A440-01,14180,BRCA
TCGA-BH-A0EB-01,953,BRCA
TCGA-BH-A8FY-01,12296,BRCA
TCGA-A1-A0SP-01,719,BRCA
TCGA-BH-A0HP-01,857,BRCA
TCGA-B6-A0IE-01,3540,BRCA
TCGA-D8-A3Z5-01,20717,BRCA
TCGA-AC-A5XU-01,4838,BRCA
TCGA-A8-A09R-01,2349,BRCA
TCGA-A2-A3XV-01,1431,BRCA
TCGA-E9-A54X-01,4021,BRCA
TCGA-A7-A13F-01,967,BRCA
TCGA-BH-A1ES-06,5611,BRCA
TCGA-OL-A5RZ-01,11291,BRCA
TCGA-OL-A66J-01,6400,BRCA
TCGA-A8-A091-01,10265,BRCA
TCGA-A7-A3IZ-01,6826,BRCA
TCGA-E9-A22E-01,373,BRCA
TCGA-D8-A1XK-01,2266,BRCA
TCGA-AC-A2FB-01,1349,BRCA
TCGA-AC-A6IW-01,2447,BRCA
TCGA-BH-A0H5-01,2391,BRCA
TCGA-E2-A15A-06,3045,BRCA
TCGA-AC-A3W7-01,22395,BRCA
TCGA-BH-A0C7-01,3583,BRCA
TCGA-E2-A15M-01,1823,BRCA
TCGA-GM-A2DB-01,2683,BRCA
TCGA-A1-A0SM-01,2696,BRCA
TCGA-D8-A1Y3-01,2302,BRCA
TCGA-BH-A203-01,1522,BRCA
TCGA-D8-A1J9-01,1405,BRCA
TCGA-AC-A6IX-01,5737,BRCA
TCGA-A7-A0DB-01,16844,BRCA
TCGA-A7-A13D-01,25579,BRCA
TCGA-A7-A13E-01,21162,BRCA
TCGA-A7-A26E-01,2031,BRCA
TCGA-A7-A26J-01,30200,BRCA
TCGA-AC-A3QQ-01,3426,BRCA
TCGA-A7-A0DC-01,3606,BRCA
TCGA-A7-A13G-01,4309,BRCA
TCGA-A7-A26F-01,2048,BRCA
TCGA-A7-A26I-01,1753,BRCA
TCGA-AC-A2QH-01,2979,BRCA
TCGA-AC-A3OD-01,3473,BRCA
TCGA-06-0139-01,1697,GBM
TCGA-06-AABW-11,1842,GBM
TCGA-06-0675-11,1031,GBM
TCGA-06-0678-11,1241,GBM
TCGA-06-0680-11,954,GBM
TCGA-06-0681-11,1380,GBM
TCGA-06-A5U0-01,20848,GBM
TCGA-4W-AA9R-01,33674,GBM
TCGA-RR-A6KA-01,16783,GBM
TCGA-OX-A56R-01,11547,GBM
TCGA-RR-A6KC-01,4747,GBM
TCGA-4W-AA9T-01,22582,GBM
TCGA-06-A5U1-01,16635,GBM
TCGA-06-A6S1-01,12846,GBM
TCGA-26-A7UX-01,8693,GBM
TCGA-06-A7TL-01,9424,GBM
TCGA-4W-AA9S-01,11915,GBM
TCGA-19-A6J4-01,2774,GBM
TCGA-06-A6S0-01,8883,GBM
TCGA-06-A7TK-01,8725,GBM
TCGA-RR-A6KB-01,4472,GBM
TCGA-19-A60I-01,9315,GBM
TCGA-19-A6J5-01,7244,GBM
TCGA-02-0047-01,1308,GBM
TCGA-02-0055-01,1935,GBM
TCGA-02-2483-01,1867,GBM
TCGA-02-2485-01,3013,GBM
TCGA-02-2486-01,1344,GBM
TCGA-06-0125-01,7699,GBM
TCGA-06-0125-02,1023,GBM
TCGA-06-0129-01,13082,GBM
TCGA-06-0130-01,4737,GBM
TCGA-06-0132-01,688,GBM
TCGA-06-0138-01,2871,GBM
TCGA-06-0141-01,4264,GBM
TCGA-06-0152-02,4204,GBM
TCGA-06-0157-01,3453,GBM
TCGA-06-0158-01,6786,GBM
TCGA-06-0168-01,400,GBM
TCGA-06-0171-02,1980,GBM
TCGA-06-0174-01,1768,GBM
TCGA-06-0178-01,1104,GBM
TCGA-06-0184-01,1961,GBM
TCGA-06-0187-01,2123,GBM
TCGA-06-0190-01,2687,GBM
TCGA-06-0190-02,1900,GBM
TCGA-06-0210-01,3992,GBM
TCGA-06-0210-02,1827,GBM
TCGA-06-0211-02,2954,GBM
TCGA-06-0219-01,1168,GBM
TCGA-06-0221-02,5433,GBM
TCGA-06-0238-01,2025,GBM
TCGA-06-0644-01,1076,GBM
TCGA-06-0645-01,2239,GBM
TCGA-06-0646-01,5911,GBM
TCGA-06-0649-01,3653,GBM
TCGA-06-0686-01,1471,GBM
TCGA-06-0743-01,12613,GBM
TCGA-06-0744-01,10639,GBM
TCGA-06-0745-01,2140,GBM
TCGA-06-0747-01,4591,GBM
TCGA-06-0749-01,1680,GBM
TCGA-06-0750-01,3124,GBM
TCGA-06-0878-01,3127,GBM
TCGA-06-0882-01,2118,GBM
TCGA-06-1804-01,18159,GBM
TCGA-06-2557-01,8287,GBM
TCGA-06-2558-01,2948,GBM
TCGA-06-2559-01,8041,GBM
TCGA-06-2561-01,4957,GBM
TCGA-06-2562-01,4949,GBM
TCGA-06-2563-01,5689,GBM
TCGA-06-2564-01,4972,GBM
TCGA-06-2565-01,14470,GBM
TCGA-06-2567-01,3691,GBM
TCGA-06-2569-01,12431,GBM
TCGA-06-2570-01,8794,GBM
TCGA-06-5408-01,1644,GBM
TCGA-06-5410-01,1274,GBM
TCGA-06-5411-01,1382,GBM
TCGA-06-5412-01,1151,GBM
TCGA-06-5413-01,1508,GBM
TCGA-06-5414-01,1642,GBM
TCGA-06-5415-01,4092,GBM
TCGA-06-5416-01,1604,GBM
TCGA-06-5417-01,790,GBM
TCGA-06-5418-01,3618,GBM
TCGA-06-5856-01,2195,GBM
TCGA-06-5858-01,1560,GBM
TCGA-06-5859-01,1846,GBM
TCGA-08-0386-01,5186,GBM
TCGA-12-0616-01,1784,GBM
TCGA-12-0618-01,7237,GBM
TCGA-12-0619-01,6313,GBM
TCGA-12-0821-01,1817,GBM
TCGA-12-1597-01,1190,GBM
TCGA-12-3650-01,1281,GBM
TCGA-12-3652-01,1522,GBM
TCGA-12-3653-01,1927,GBM
TCGA-12-5295-01,1052,GBM
TCGA-12-5299-01,1422,GBM
TCGA-14-0736-02,722,GBM
TCGA-14-0781-01,1633,GBM
TCGA-14-0787-01,2974,GBM
TCGA-14-0789-01,1596,GBM
TCGA-14-0790-01,3083,GBM
TCGA-14-0817-01,2272,GBM
TCGA-14-0871-01,4507,GBM
TCGA-14-1034-01,994,GBM
TCGA-14-1034-02,3168,GBM
TCGA-14-1402-02,2495,GBM
TCGA-14-1823-01,1753,GBM
TCGA-14-1825-01,741,GBM
TCGA-14-1829-01,1049,GBM
TCGA-14-2554-01,1249,GBM
TCGA-15-0742-01,6130,GBM
TCGA-15-1444-01,2151,GBM
TCGA-16-0846-01,2283,GBM
TCGA-16-1045-01,3443,GBM
TCGA-19-0957-02,1235,GBM
TCGA-19-1389-02,1414,GBM
TCGA-19-1390-01,8960,GBM
TCGA-19-1787-01,2445,GBM
TCGA-19-2619-01,4886,GBM
TCGA-19-2620-01,2555,GBM
TCGA-19-2624-01,27233,GBM
TCGA-19-2625-01,5784,GBM
TCGA-19-2629-01,1253,GBM
TCGA-19-4065-01,4533,GBM
TCGA-19-4065-02,1940,GBM
TCGA-19-5960-01,4484,GBM
TCGA-26-1442-01,4631,GBM
TCGA-26-5132-01,3110,GBM
TCGA-26-5133-01,1736,GBM
TCGA-26-5134-01,3426,GBM
TCGA-26-5135-01,2702,GBM
TCGA-26-5136-01,6225,GBM
TCGA-26-5139-01,1648,GBM
TCGA-27-1830-01,5707,GBM
TCGA-27-1831-01,1055,GBM
TCGA-27-1832-01,4664,GBM
TCGA-27-1834-01,3426,GBM
TCGA-27-1835-01,7582,GBM
TCGA-27-1837-01,1923,GBM
TCGA-27-2519-01,1421,GBM
TCGA-27-2521-01,2517,GBM
TCGA-27-2523-01,2300,GBM
TCGA-27-2524-01,1006,GBM
TCGA-27-2526-01,694,GBM
TCGA-27-2528-01,1188,GBM
TCGA-28-1747-01,2611,GBM
TCGA-28-1753-01,2506,GBM
TCGA-28-2499-01,2144,GBM
TCGA-28-2509-01,1113,GBM
TCGA-28-2510-01,2674,GBM
TCGA-28-2513-01,1075,GBM
TCGA-28-2514-01,2534,GBM
TCGA-28-5204-01,1227,GBM
TCGA-28-5207-01,1757,GBM
TCGA-28-5208-01,1267,GBM
TCGA-28-5209-01,1617,GBM
TCGA-28-5213-01,839,GBM
TCGA-28-5215-01,1560,GBM
TCGA-28-5216-01,1044,GBM
TCGA-28-5218-01,1207,GBM
TCGA-28-5220-01,1047,GBM
TCGA-32-1970-01,7437,GBM
TCGA-32-1980-01,1806,GBM
TCGA-32-1982-01,5048,GBM
TCGA-32-2615-01,5834,GBM
TCGA-32-2616-01,1858,GBM
TCGA-32-2632-01,1975,GBM
TCGA-32-2634-01,4297,GBM
TCGA-32-2638-01,5444,GBM
TCGA-32-4213-01,791,GBM
TCGA-32-5222-01,1179,GBM
TCGA-41-2571-01,5857,GBM
TCGA-41-2572-01,5095,GBM
TCGA-41-3915-01,3262,GBM
TCGA-41-4097-01,2782,GBM
TCGA-41-5651-01,3085,GBM
TCGA-76-4925-01,2010,GBM
TCGA-76-4926-01,1903,GBM
TCGA-76-4927-01,940,GBM
TCGA-76-4928-01,2611,GBM
TCGA-76-4929-01,1881,GBM
TCGA-76-4931-01,9173,GBM
TCGA-76-4932-01,1273,GBM
TCGA-06-0156-01,4216,GBM
TCGA-06-0211-01,3683,GBM
TCGA-2Y-A9H6-01,8480,LIHC
TCGA-DD-AAD6-01,10720,LIHC
TCGA-CC-A7IG-01,6259,LIHC
TCGA-DD-AACT-01,2017,LIHC
TCGA-G3-A5SL-01,1485,LIHC
TCGA-DD-AACE-01,2664,LIHC
TCGA-ED-A4XI-01,2761,LIHC
TCGA-G3-A7M7-01,1280,LIHC
TCGA-EP-A3JL-01,2795,LIHC
TCGA-EP-A2KB-01,3507,LIHC
TCGA-BC-4072-01,4808,LIHC
TCGA-CC-A7II-01,9364,LIHC
TCGA-DD-AAEK-01,1312,LIHC
TCGA-DD-AACB-01,2355,LIHC
TCGA-ED-A8O5-01,3329,LIHC
TCGA-CC-5264-01,2075,LIHC
TCGA-DD-AAE9-01,2472,LIHC
TCGA-RC-A7SF-01,5588,LIHC
TCGA-NI-A8LF-01,3022,LIHC
TCGA-DD-AACS-01,4395,LIHC
TCGA-HP-A5N0-01,1557,LIHC
TCGA-CC-5260-01,4176,LIHC
TCGA-G3-A25X-01,1540,LIHC
TCGA-DD-A4NG-01,5041,LIHC
TCGA-UB-A7MF-01,4176,LIHC
TCGA-DD-AACO-01,768,LIHC
TCGA-CC-5263-01,3627,LIHC
TCGA-ZP-A9D2-01,7687,LIHC
TCGA-DD-A4NQ-01,5650,LIHC
TCGA-NI-A4U2-01,3192,LIHC
TCGA-ED-A97K-01,19512,LIHC
TCGA-DD-A4NB-01,2131,LIHC
TCGA-DD-A4NK-01,7255,LIHC
TCGA-DD-A4NF-01,1498,LIHC
TCGA-ZS-A9CG-01,1010,LIHC
TCGA-EP-A3RK-01,2956,LIHC
TCGA-ED-A7XO-01,1745,LIHC
TCGA-DD-A39X-01,942,LIHC
TCGA-WX-AA46-01,574,LIHC
TCGA-FV-A3I1-01,1495,LIHC
TCGA-DD-A1EK-01,773,LIHC
TCGA-DD-A4NJ-01,14992,LIHC
TCGA-G3-A7M8-01,1001,LIHC
TCGA-2Y-A9H7-01,2162,LIHC
TCGA-CC-A3MC-01,1792,LIHC
TCGA-BC-A10Q-01,2685,LIHC
TCGA-MI-A75E-01,952,LIHC
TCGA-DD-A118-01,1309,LIHC
TCGA-DD-AAVY-01,3711,LIHC
TCGA-DD-AACK-01,1879,LIHC
TCGA-DD-AAE2-01,1857,LIHC
TCGA-BD-A3EP-01,3433,LIHC
TCGA-KR-A7K2-01,5811,LIHC
TCGA-WJ-A86L-01,10354,LIHC
TCGA-XR-A8TF-01,9724,LIHC
TCGA-KR-A7K8-01,2634,LIHC
TCGA-DD-A1ED-01,386,LIHC
TCGA-G3-AAV3-01,3111,LIHC
TCGA-2Y-A9H5-01,6553,LIHC
TCGA-DD-AAE7-01,918,LIHC
TCGA-BC-A216-01,5865,LIHC
TCGA-ED-A459-01,4296,LIHC
TCGA-DD-AADV-01,2854,LIHC
TCGA-DD-AADF-01,3880,LIHC
TCGA-DD-A4NP-01,1718,LIHC
TCGA-FV-A4ZP-01,1568,LIHC
TCGA-DD-AADM-01,603,LIHC
TCGA-T1-A6J8-01,1032,LIHC
TCGA-DD-A39Z-01,760,LIHC
TCGA-2Y-A9H8-01,5468,LIHC
TCGA-DD-A113-01,3394,LIHC
TCGA-DD-AAD2-01,1695,LIHC
TCGA-G3-AAV7-01,6261,LIHC
TCGA-CC-A8HT-01,9636,LIHC
TCGA-G3-A3CK-01,861,LIHC
TCGA-DD-A11A-01,1468,LIHC
TCGA-CC-A8HV-01,25341,LIHC
TCGA-G3-AAV4-01,2309,LIHC
TCGA-BC-A10Z-01,2134,LIHC
TCGA-BW-A5NO-01,2598,LIHC
TCGA-DD-A73D-01,3461,LIHC
TCGA-RC-A7SK-01,5612,LIHC
TCGA-DD-AADA-01,4515,LIHC
TCGA-ZS-A9CD-01,2097,LIHC
TCGA-DD-A4NN-01,8293,LIHC
TCGA-DD-AAEB-01,3183,LIHC
TCGA-DD-A3A4-01,549,LIHC
TCGA-DD-AAW2-01,934,LIHC
TCGA-ZS-A9CF-02,8384,LIHC
TCGA-DD-AAC8-01,2374,LIHC
TCGA-DD-A119-01,509,LIHC
TCGA-DD-A3A3-01,662,LIHC
TCGA-BC-A10U-01,3772,LIHC
TCGA-BD-A3ER-01,1480,LIHC
TCGA-DD-AAVV-01,2897,LIHC
TCGA-G3-A25S-01,2881,LIHC
TCGA-CC-A123-01,440,LIHC
TCGA-UB-AA0U-01,4794,LIHC
TCGA-DD-AACU-01,2408,LIHC
TCGA-DD-AACQ-01,4781,LIHC
TCGA-BC-A110-01,716,LIHC
TCGA-PD-A5DF-01,2822,LIHC
TCGA-DD-A3A8-01,1325,LIHC
TCGA-DD-AAC9-01,539,LIHC
TCGA-DD-A4NI-01,3428,LIHC
TCGA-5C-AAPD-01,2472,LIHC
TCGA-MI-A75I-01,2935,LIHC
TCGA-K7-A6G5-01,1063,LIHC
TCGA-LG-A9QD-01,1648,LIHC
TCGA-EP-A2KC-01,11874,LIHC
TCGA-DD-AADD-01,4836,LIHC
TCGA-FV-A4ZQ-01,2837,LIHC
TCGA-BC-A5W4-01,1151,LIHC
TCGA-ED-A82E-01,5527,LIHC
TCGA-FV-A3I0-01,844,LIHC
TCGA-BC-A3KG-01,8245,LIHC
TCGA-FV-A23B-01,5594,LIHC
TCGA-FV-A2QR-01,1649,LIHC
TCGA-FV-A3R2-01,2458,LIHC
TCGA-DD-A1EL-01,2622,LIHC
TCGA-DD-A3A1-01,1344,LIHC
TCGA-DD-AACA-01,1987,LIHC
TCGA-DD-A1EA-01,2345,LIHC
TCGA-DD-A73B-01,1478,LIHC
TCGA-2V-A95S-01,9348,LIHC
TCGA-DD-AADL-01,6211,LIHC
TCGA-CC-5258-01,2833,LIHC
TCGA-EP-A12J-01,2072,LIHC
TCGA-2Y-A9H4-01,3781,LIHC
TCGA-DD-A3A7-01,1008,LIHC
TCGA-DD-AAEH-01,1486,LIHC
TCGA-DD-A4NA-01,7992,LIHC
TCGA-FV-A496-01,3272,LIHC
TCGA-MI-A75H-01,1218,LIHC
TCGA-CC-5262-01,977,LIHC
TCGA-DD-AAE3-01,902,LIHC
TCGA-CC-A9FU-01,6014,LIHC
TCGA-ED-A5KG-01,5267,LIHC
TCGA-DD-AAEE-01,4274,LIHC
TCGA-G3-AAV2-01,3805,LIHC
TCGA-MI-A75G-01,1375,LIHC
TCGA-DD-A1EF-01,6554,LIHC
TCGA-DD-A11D-01,849,LIHC
TCGA-5R-AA1C-01,1126,LIHC
TCGA-GJ-A3OU-01,2552,LIHC
TCGA-DD-A3A6-01,4195,LIHC
TCGA-DD-AADC-01,13696,LIHC
TCGA-G3-A5SK-01,2948,LIHC
TCGA-GJ-A9DB-01,9651,LIHC
TCGA-CC-A1HT-01,5395,LIHC
TCGA-DD-AACI-01,1814,LIHC
TCGA-DD-A114-01,1725,LIHC
TCGA-DD-AADW-01,12255,LIHC
TCGA-DD-A116-01,1216,LIHC
TCGA-DD-AACW-01,3886,LIHC
TCGA-2Y-A9GW-01,5070,LIHC
TCGA-RG-A7D4-01,3193,LIHC
TCGA-ZP-A9D0-01,2516,LIHC
TCGA-DD-AADP-01,2336,LIHC
TCGA-DD-AAD5-01,8615,LIHC
TCGA-RC-A7SH-01,8605,LIHC
TCGA-DD-AAD8-01,16904,LIHC
TCGA-DD-A39W-01,1224,LIHC
TCGA-2Y-A9GU-01,8222,LIHC
TCGA-DD-AAVP-01,2131,LIHC
TCGA-CC-A9FV-01,3657,LIHC
TCGA-DD-AAEG-01,2402,LIHC
TCGA-DD-AAW0-01,1293,LIHC
TCGA-WX-AA47-01,3681,LIHC
TCGA-DD-AAVX-01,929,LIHC
TCGA-BC-A10S-01,857,LIHC
TCGA-G3-A3CJ-01,196,LIHC
TCGA-DD-AACP-01,4857,LIHC
TCGA-DD-A4NR-01,11533,LIHC
TCGA-DD-A39Y-01,1231,LIHC
TCGA-FV-A495-01,2737,LIHC
TCGA-2Y-A9H0-01,1665,LIHC
