sample,weakBinder,canType
TCGA-BR-A4J8-01,6409,STAD
TCGA-BR-A4J9-01,2170,STAD
TCGA-BR-A4PD-01,7746,STAD
TCGA-BR-A4PE-01,1974,STAD
TCGA-BR-A4PF-01,4243,STAD
TCGA-BR-A4QI-01,6250,STAD
TCGA-BR-A4QL-01,6439,STAD
TCGA-BR-A4QM-01,3204,STAD
TCGA-CD-5798-01,847,STAD
TCGA-CD-5799-01,1410,STAD
TCGA-CD-5800-01,3541,STAD
TCGA-CD-5801-01,2422,STAD
TCGA-CD-5803-01,1163,STAD
TCGA-CD-5804-01,1616,STAD
TCGA-CD-5813-01,1118,STAD
TCGA-CD-8524-01,8254,STAD
TCGA-CD-8525-01,7232,STAD
TCGA-CD-8526-01,7345,STAD
TCGA-CD-8527-01,3870,STAD
TCGA-CD-8528-01,1372,STAD
TCGA-CD-8529-01,6527,STAD
TCGA-CD-8530-01,4892,STAD
TCGA-CD-8531-01,1795,STAD
TCGA-CD-8532-01,2566,STAD
TCGA-CD-8533-01,9696,STAD
TCGA-CD-8534-01,5625,STAD
TCGA-CD-8535-01,2854,STAD
TCGA-CD-8536-01,1143,STAD
TCGA-CD-A486-01,26332,STAD
TCGA-CD-A487-01,3732,STAD
TCGA-CD-A489-01,5153,STAD
TCGA-CD-A48C-01,3441,STAD
TCGA-CD-A4MG-01,4396,STAD
TCGA-CD-A4MH-01,20336,STAD
TCGA-CD-A4MI-01,6590,STAD
TCGA-CD-A4MJ-01,4130,STAD
TCGA-CG-4301-01,7090,STAD
TCGA-CG-4304-01,18947,STAD
TCGA-CG-4305-01,17426,STAD
TCGA-CG-4306-01,6184,STAD
TCGA-CG-4436-01,2214,STAD
TCGA-CG-4437-01,3388,STAD
TCGA-CG-4438-01,7840,STAD
TCGA-CG-4440-01,10186,STAD
TCGA-CG-4441-01,6015,STAD
TCGA-CG-4442-01,8415,STAD
TCGA-CG-4443-01,10295,STAD
TCGA-CG-4444-01,5913,STAD
TCGA-CG-4449-01,5569,STAD
TCGA-CG-4460-01,11606,STAD
TCGA-CG-4462-01,4696,STAD
TCGA-CG-4465-01,2060,STAD
TCGA-CG-4466-01,5371,STAD
TCGA-CG-4469-01,12984,STAD
TCGA-CG-4472-01,2777,STAD
TCGA-CG-4474-01,8174,STAD
TCGA-CG-4475-01,9632,STAD
TCGA-CG-4476-01,5288,STAD
TCGA-CG-4477-01,3276,STAD
TCGA-CG-5716-01,1150,STAD
TCGA-CG-5717-01,1877,STAD
TCGA-CG-5718-01,11439,STAD
TCGA-CG-5719-01,1580,STAD
TCGA-CG-5720-01,1152,STAD
TCGA-CG-5721-01,2404,STAD
TCGA-CG-5722-01,1237,STAD
TCGA-CG-5723-01,1701,STAD
TCGA-CG-5724-01,2483,STAD
TCGA-CG-5725-01,2703,STAD
TCGA-CG-5726-01,1431,STAD
TCGA-CG-5732-01,1817,STAD
TCGA-CG-5734-01,519,STAD
TCGA-D7-5577-01,1447,STAD
TCGA-D7-5578-01,1884,STAD
TCGA-D7-6518-01,472,STAD
TCGA-D7-6519-01,5268,STAD
TCGA-D7-6520-01,1012,STAD
TCGA-D7-6521-01,988,STAD
TCGA-D7-6522-01,1234,STAD
TCGA-D7-6524-01,1852,STAD
TCGA-D7-6525-01,3736,STAD
TCGA-D7-6526-01,8894,STAD
TCGA-D7-6527-01,902,STAD
TCGA-D7-6528-01,3558,STAD
TCGA-D7-6815-01,2295,STAD
TCGA-D7-6817-01,4607,STAD
TCGA-D7-6818-01,1853,STAD
TCGA-D7-6820-01,1694,STAD
TCGA-D7-6822-01,5695,STAD
TCGA-D7-8570-01,3555,STAD
TCGA-D7-8572-01,4399,STAD
TCGA-D7-8573-01,1618,STAD
TCGA-D7-8574-01,19145,STAD
TCGA-D7-8575-01,14810,STAD
TCGA-D7-8576-01,3072,STAD
TCGA-D7-8578-01,2545,STAD
TCGA-D7-8579-01,2833,STAD
TCGA-D7-A4YT-01,14173,STAD
TCGA-D7-A4YU-01,7720,STAD
TCGA-D7-A4YV-01,10073,STAD
TCGA-D7-A4YX-01,3412,STAD
TCGA-D7-A4YY-01,6986,STAD
TCGA-D7-A4Z0-01,3870,STAD
TCGA-EQ-8122-01,5466,STAD
TCGA-EQ-A4SO-01,6214,STAD
TCGA-F1-6177-01,10228,STAD
TCGA-F1-6874-01,8514,STAD
TCGA-F1-6875-01,13775,STAD
TCGA-F1-A448-01,2949,STAD
TCGA-FP-7735-01,2164,STAD
TCGA-FP-7829-01,1586,STAD
TCGA-FP-7916-01,3778,STAD
TCGA-FP-7998-01,3636,STAD
TCGA-FP-8099-01,13251,STAD
TCGA-FP-8209-01,6827,STAD
TCGA-FP-8210-01,6489,STAD
TCGA-FP-8211-01,4017,STAD
TCGA-FP-8631-01,25204,STAD
TCGA-FP-A4BE-01,3766,STAD
TCGA-HF-7131-01,2761,STAD
TCGA-HF-7132-01,2879,STAD
TCGA-HF-7133-01,2458,STAD
TCGA-HF-7134-01,3873,STAD
TCGA-HF-7136-01,2916,STAD
TCGA-HJ-7597-01,7818,STAD
TCGA-HU-8238-01,1105,STAD
TCGA-HU-8243-01,2669,STAD
TCGA-HU-8244-01,2254,STAD
TCGA-HU-8602-01,2377,STAD
TCGA-HU-8604-01,4915,STAD
TCGA-HU-8608-01,6579,STAD
TCGA-HU-8610-01,11907,STAD
TCGA-HU-A4G2-01,3126,STAD
TCGA-HU-A4G3-01,8263,STAD
TCGA-HU-A4G6-01,3081,STAD
TCGA-HU-A4G8-01,21899,STAD
TCGA-HU-A4G9-01,5744,STAD
TCGA-HU-A4GC-01,3206,STAD
TCGA-HU-A4GF-01,8072,STAD
TCGA-HU-A4GH-01,9094,STAD
TCGA-HU-A4GJ-01,15698,STAD
TCGA-HU-A4GN-01,8331,STAD
TCGA-HU-A4GP-01,4025,STAD
TCGA-HU-A4GT-01,2765,STAD
TCGA-HU-A4GU-01,13031,STAD
TCGA-HU-A4GX-01,2833,STAD
TCGA-HU-A4GY-01,20089,STAD
TCGA-HU-A4H0-01,6623,STAD
TCGA-HU-A4H2-01,12244,STAD
TCGA-HU-A4H3-01,16054,STAD
TCGA-HU-A4H4-01,9315,STAD
TCGA-HU-A4H5-01,6377,STAD
TCGA-HU-A4H6-01,5498,STAD
TCGA-HU-A4H8-01,9611,STAD
TCGA-HU-A4HB-01,11132,STAD
TCGA-HU-A4HD-01,8081,STAD
TCGA-IN-7806-01,22145,STAD
TCGA-IN-7808-01,32935,STAD
TCGA-IN-8462-01,5793,STAD
TCGA-IN-8663-01,11611,STAD
TCGA-IP-7968-01,6918,STAD
TCGA-FW-A3I3-06,2207,SKCM
TCGA-FS-A1ZD-06,2778,SKCM
TCGA-EE-A2M6-06,1613,SKCM
TCGA-FS-A4FD-06,5065,SKCM
TCGA-ER-A2ND-06,1916,SKCM
TCGA-EE-A3AD-06,3281,SKCM
TCGA-WE-A8K4-01,3941,SKCM
TCGA-ER-A19J-06,1261,SKCM
TCGA-GN-A4U7-06,1818,SKCM
TCGA-D3-A5GU-06,6034,SKCM
TCGA-W3-AA1V-06,1140,SKCM
TCGA-DA-A1HV-06,1997,SKCM
TCGA-ER-A19T-06,794,SKCM
TCGA-GN-A8LK-06,1697,SKCM
TCGA-D3-A5GL-06,1491,SKCM
TCGA-FS-A4F2-06,2858,SKCM
TCGA-EE-A2GO-06,1254,SKCM
TCGA-FS-A1Z0-06,971,SKCM
TCGA-Z2-AA3S-06,2537,SKCM
TCGA-D3-A8GQ-06,2718,SKCM
TCGA-EB-A1NK-01,1399,SKCM
TCGA-D3-A51E-06,3144,SKCM
TCGA-EB-A6R0-01,4175,SKCM
TCGA-RP-A690-06,2255,SKCM
TCGA-EE-A2GN-06,1717,SKCM
TCGA-WE-AAA0-06,2326,SKCM
TCGA-EE-A29V-06,1557,SKCM
TCGA-D9-A3Z1-06,839,SKCM
TCGA-WE-A8ZX-06,3335,SKCM
TCGA-EB-A5VV-06,5517,SKCM
TCGA-EB-A51B-01,2280,SKCM
TCGA-D3-A1Q3-06,1236,SKCM
TCGA-FR-A44A-06,1808,SKCM
TCGA-EE-A17Z-06,1000,SKCM
TCGA-BF-AAP7-01,1210,SKCM
TCGA-D9-A1X3-06,1581,SKCM
TCGA-D3-A8GP-06,846,SKCM
TCGA-FS-A1ZA-06,2232,SKCM
TCGA-GN-A4U4-06,1553,SKCM
TCGA-EB-A3XB-01,1678,SKCM
TCGA-EE-A2GU-06,1605,SKCM
TCGA-ER-A19Q-06,1130,SKCM
TCGA-GN-A262-06,2223,SKCM
TCGA-FW-A3R5-06,2661,SKCM
TCGA-ER-A19H-06,2224,SKCM
TCGA-FS-A1ZU-06,1631,SKCM
TCGA-FS-A1Z3-06,3412,SKCM
TCGA-D3-A51K-06,1110,SKCM
TCGA-D3-A5GO-06,763,SKCM
TCGA-EE-A3J7-06,997,SKCM
TCGA-EB-A5UL-06,6624,SKCM
TCGA-EE-A2A1-06,793,SKCM
TCGA-EB-A3Y6-01,1975,SKCM
TCGA-D9-A3Z3-06,1397,SKCM
TCGA-WE-A8ZN-06,1178,SKCM
TCGA-D3-A2JB-06,1522,SKCM
TCGA-D3-A1QA-07,1535,SKCM
TCGA-D3-A51T-06,1133,SKCM
TCGA-BF-A1PZ-01,1669,SKCM
TCGA-GN-A268-06,1197,SKCM
TCGA-D3-A1Q8-06,807,SKCM
TCGA-D3-A1QA-06,1411,SKCM
TCGA-D3-A2JL-06,1744,SKCM
TCGA-EB-A5SG-06,835,SKCM
TCGA-DA-A3F8-06,1237,SKCM
TCGA-BF-A5ER-01,1579,SKCM
TCGA-YG-AA3O-06,4430,SKCM
TCGA-FR-A729-06,6477,SKCM
TCGA-EB-A5SH-06,1310,SKCM
TCGA-EE-A29P-06,1367,SKCM
TCGA-FW-A3TV-06,1529,SKCM
TCGA-FR-A3R1-01,1379,SKCM
TCGA-EB-A42Z-01,1201,SKCM
TCGA-EE-A2M8-06,1857,SKCM
TCGA-DA-A1HY-06,1125,SKCM
TCGA-QB-AA9O-06,1638,SKCM
TCGA-XV-AAZV-01,1592,SKCM
TCGA-D3-A51J-06,1898,SKCM
TCGA-ER-A2NF-01,634,SKCM
TCGA-EE-A29E-06,1263,SKCM
TCGA-FS-A1YY-06,1383,SKCM
TCGA-EE-A2MU-06,1198,SKCM
TCGA-W3-A824-06,1414,SKCM
TCGA-W3-A825-06,3516,SKCM
TCGA-EE-A184-06,1916,SKCM
TCGA-DA-A1IB-06,1925,SKCM
TCGA-D3-A8GL-06,4666,SKCM
TCGA-GF-A6C8-06,1723,SKCM
TCGA-WE-A8ZY-06,4063,SKCM
TCGA-FR-A69P-06,1996,SKCM
TCGA-FS-A4F0-06,7188,SKCM
TCGA-GN-A265-06,2134,SKCM
TCGA-BF-A3DL-01,1027,SKCM
TCGA-EE-A3J5-06,1225,SKCM
TCGA-FS-A1ZT-06,3173,SKCM
TCGA-ER-A197-06,1853,SKCM
TCGA-ER-A19K-01,889,SKCM
TCGA-EE-A2GR-06,2420,SKCM
TCGA-ER-A19P-06,3639,SKCM
TCGA-D3-A1QB-06,1182,SKCM
TCGA-ER-A194-01,895,SKCM
TCGA-EE-A29H-06,1246,SKCM
TCGA-FR-A3YN-06,1288,SKCM
TCGA-EE-A2MJ-06,2868,SKCM
TCGA-EB-A5UN-06,2520,SKCM
TCGA-DA-A3F5-06,1953,SKCM
TCGA-DA-A1I4-06,723,SKCM
TCGA-FS-A1ZE-06,2801,SKCM
TCGA-FR-A726-01,3180,SKCM
TCGA-EE-A2GT-06,1538,SKCM
TCGA-D3-A51H-06,7860,SKCM
TCGA-ER-A193-06,2169,SKCM
TCGA-EE-A2GP-06,1935,SKCM
TCGA-BF-AAP4-01,1317,SKCM
TCGA-ER-A19W-06,2283,SKCM
TCGA-D3-A8GE-06,2625,SKCM
TCGA-ER-A19A-06,915,SKCM
TCGA-GN-A4U5-01,1506,SKCM
TCGA-YD-A89C-06,4390,SKCM
TCGA-FS-A1ZY-06,1189,SKCM
TCGA-DA-A95Y-06,1529,SKCM
TCGA-D3-A3CB-06,1167,SKCM
TCGA-EE-A3JD-06,1498,SKCM
TCGA-FW-A5DY-06,3409,SKCM
TCGA-D9-A6EA-06,1489,SKCM
TCGA-GN-A26D-06,1802,SKCM
TCGA-EE-A29W-06,1355,SKCM
TCGA-DA-A960-01,696,SKCM
TCGA-EE-A29R-06,779,SKCM
TCGA-ER-A2NH-06,1069,SKCM
TCGA-EE-A2MN-06,1119,SKCM
TCGA-D3-A2J8-06,1578,SKCM
TCGA-ER-A2NE-06,1359,SKCM
TCGA-WE-A8ZQ-06,4704,SKCM
TCGA-GF-A6C9-06,600,SKCM
TCGA-FW-A3TU-06,1014,SKCM
TCGA-D3-A5GR-06,2089,SKCM
TCGA-BF-AAP1-01,2816,SKCM
TCGA-EE-A29Q-06,767,SKCM
TCGA-GN-A266-06,2810,SKCM
TCGA-EB-A4OY-01,941,SKCM
TCGA-FR-A7U9-06,1479,SKCM
TCGA-EB-A82B-01,575,SKCM
TCGA-ER-A1A1-06,2559,SKCM
TCGA-D3-A8GK-06,1737,SKCM
TCGA-FS-A1ZG-06,1014,SKCM
TCGA-WE-AAA4-06,1382,SKCM
TCGA-EE-A3JE-06,1416,SKCM
TCGA-D3-A2JK-06,237,SKCM
TCGA-BF-A3DJ-01,1395,SKCM
TCGA-FS-A1ZS-06,1440,SKCM
TCGA-ER-A19S-06,1335,SKCM
TCGA-WE-A8K5-06,2969,SKCM
TCGA-W3-AA21-06,1810,SKCM
TCGA-3N-A9WB-06,1632,SKCM
TCGA-BF-A5EO-01,2093,SKCM
TCGA-FS-A1Z7-06,1433,SKCM
TCGA-EE-A29A-06,994,SKCM
TCGA-ER-A19C-06,2083,SKCM
TCGA-EE-A29G-06,924,SKCM
TCGA-D3-A2JF-06,1375,SKCM
TCGA-EE-A2GL-06,2007,SKCM
TCGA-GF-A2C7-01,1854,SKCM
TCGA-EB-A41A-01,2155,SKCM
TCGA-FS-A1ZF-06,4051,SKCM
TCGA-D3-A1Q4-06,1305,SKCM
TCGA-OD-A75X-06,2589,SKCM
TCGA-EE-A29X-06,1396,SKCM
TCGA-GN-A267-06,1243,SKCM
TCGA-D9-A3Z4-01,2889,SKCM
TCGA-D3-A2J7-06,476,SKCM
TCGA-EE-A3AH-06,2353,SKCM
TCGA-EB-A41B-01,1677,SKCM
TCGA-EB-A85J-01,1915,SKCM
TCGA-XV-AAZY-01,1815,SKCM
TCGA-EE-A29D-06,948,SKCM
TCGA-FS-A1YW-06,1903,SKCM
TCGA-EE-A29S-06,1711,SKCM
TCGA-DA-A1HW-06,866,SKCM
TCGA-GN-A4U9-06,4903,SKCM
TCGA-EE-A2GC-06,953,SKCM
TCGA-EE-A183-06,1106,SKCM
TCGA-WE-A8K1-06,2363,SKCM
TCGA-DA-A1IA-06,1443,SKCM
TCGA-BF-A5EQ-01,1601,SKCM
TCGA-EB-A4IQ-01,1528,SKCM
TCGA-EE-A3AF-06,1246,SKCM
TCGA-ER-A19T-01,1616,SKCM
TCGA-ER-A2NG-06,1172,SKCM
TCGA-D3-A3ML-06,1501,SKCM
TCGA-FR-A8YE-06,6629,SKCM
TCGA-ER-A19B-06,2506,SKCM
TCGA-EE-A2ML-06,1103,SKCM
TCGA-EE-A3AE-06,982,SKCM
TCGA-EE-A2GD-06,1158,SKCM
TCGA-ER-A2NF-06,901,SKCM
TCGA-EE-A17Y-06,1288,SKCM
TCGA-YG-AA3P-06,1823,SKCM
TCGA-EE-A2GI-06,1622,SKCM
TCGA-EE-A2A6-06,2394,SKCM
TCGA-ER-A195-06,1762,SKCM
TCGA-EE-A2MK-06,875,SKCM
TCGA-D9-A6EC-06,1483,SKCM
TCGA-ER-A19M-06,1010,SKCM
TCGA-EB-A44R-06,5497,SKCM
TCGA-DA-A1I5-06,1117,SKCM
TCGA-EE-A2GM-06,719,SKCM
TCGA-EE-A2MM-06,1065,SKCM
TCGA-BF-AAOU-01,3394,SKCM
TCGA-FS-A1ZQ-06,1560,SKCM
TCGA-FS-A1YX-06,1007,SKCM
TCGA-D9-A4Z3-01,3579,SKCM
TCGA-BF-AAP6-01,2105,SKCM
TCGA-EE-A2MP-06,1357,SKCM
TCGA-RP-A6K9-06,1437,SKCM
TCGA-D9-A6E9-06,980,SKCM
TCGA-IH-A3EA-01,500,SKCM
TCGA-QB-A6FS-06,835,SKCM
TCGA-D3-A3C6-06,1404,SKCM
TCGA-ER-A2NC-06,1515,SKCM
TCGA-D3-A3C7-06,1449,SKCM
TCGA-ER-A3PL-06,1348,SKCM
TCGA-EB-A5SE-01,1603,SKCM
TCGA-FS-A1ZB-06,692,SKCM
TCGA-D9-A148-06,1282,SKCM
TCGA-D3-A2JN-06,1697,SKCM
TCGA-EE-A3JA-06,773,SKCM
TCGA-EB-A3HV-01,777,SKCM
TCGA-D3-A3CE-06,1527,SKCM
TCGA-FR-A8YD-06,1167,SKCM
TCGA-EE-A29T-06,527,SKCM
TCGA-XV-AAZW-01,2375,SKCM
TCGA-EE-A29N-06,1663,SKCM
TCGA-D3-A5GN-06,1393,SKCM
TCGA-BF-A1PX-01,392,SKCM
TCGA-WE-A8JZ-06,6420,SKCM
TCGA-ER-A19E-06,3538,SKCM
TCGA-GN-A26A-06,842,SKCM
TCGA-D3-A3MR-06,3608,SKCM
TCGA-D3-A8GB-06,3162,SKCM
TCGA-EE-A3AC-06,1793,SKCM
TCGA-BF-A5ES-01,672,SKCM
TCGA-EB-A3XC-01,1091,SKCM
TCGA-FW-A5DX-01,2604,SKCM
TCGA-D3-A51F-06,4654,SKCM
TCGA-DA-A95V-06,1896,SKCM
TCGA-FR-A2OS-01,1567,SKCM
TCGA-DA-A95Z-06,2062,SKCM
TCGA-EE-A2A5-06,2224,SKCM
TCGA-DA-A95W-06,2670,SKCM
TCGA-D3-A8GN-06,1351,SKCM
TCGA-EB-A5UM-01,6818,SKCM
TCGA-Z2-A8RT-06,2493,SKCM
TCGA-EB-A5FP-01,2540,SKCM
TCGA-D3-A1Q9-06,2026,SKCM
TCGA-FS-A4F5-06,2831,SKCM
TCGA-ER-A42K-06,2441,SKCM
TCGA-DA-A95X-06,3258,SKCM
TCGA-D9-A4Z6-06,3855,SKCM
TCGA-ER-A3EV-06,489,SKCM
TCGA-D3-A2JC-06,573,SKCM
TCGA-EE-A2MG-06,1719,SKCM
TCGA-D3-A2JO-06,1225,SKCM
TCGA-D3-A3MO-06,1612,SKCM
TCGA-ER-A196-01,1039,SKCM
TCGA-DA-A1I7-06,650,SKCM
TCGA-EE-A2M5-06,1072,SKCM
TCGA-GN-A8LN-01,3956,SKCM
TCGA-GN-A4U3-06,5008,SKCM
TCGA-DA-A1IC-06,1396,SKCM
TCGA-ER-A199-06,1256,SKCM
TCGA-EE-A3JI-06,2799,SKCM
TCGA-D3-A8GO-06,2464,SKCM
TCGA-D9-A1JW-06,1576,SKCM
TCGA-W3-AA1R-06,3023,SKCM
TCGA-EB-A24D-01,2706,SKCM
TCGA-EB-A551-01,3180,SKCM
TCGA-FR-A7U8-06,904,SKCM
TCGA-FS-A1ZC-06,1915,SKCM
TCGA-Z2-AA3V-06,1038,SKCM
TCGA-D3-A2JE-06,1352,SKCM
TCGA-ER-A198-06,1647,SKCM
TCGA-ER-A42H-01,9884,SKCM
TCGA-WE-A8ZO-06,2779,SKCM
TCGA-DA-A1I0-06,914,SKCM
TCGA-D3-A3C1-06,1063,SKCM
TCGA-EB-A299-01,1791,SKCM
TCGA-W3-AA1Q-06,1492,SKCM
TCGA-EB-A4XL-01,2597,SKCM
TCGA-FR-A3YO-06,975,SKCM
TCGA-EE-A2MF-06,1507,SKCM
TCGA-D3-A1Q5-06,2789,SKCM
TCGA-LH-A9QB-06,2598,SKCM
TCGA-FS-A4FB-06,4254,SKCM
TCGA-D3-A2JD-06,1668,SKCM
TCGA-D9-A149-06,1976,SKCM
TCGA-EE-A3AG-06,2877,SKCM
TCGA-D9-A4Z2-01,5796,SKCM
TCGA-BF-AAP0-06,2028,SKCM
TCGA-D3-A2J9-06,1776,SKCM
TCGA-EB-A4P0-01,2583,SKCM
TCGA-YD-A9TA-06,4631,SKCM
TCGA-D9-A6EG-06,1660,SKCM
TCGA-RP-A694-06,2109,SKCM
TCGA-EB-A44O-01,1897,SKCM
TCGA-D3-A8GV-06,1544,SKCM
TCGA-D3-A3MV-06,3677,SKCM
TCGA-BF-A3DM-01,1326,SKCM
TCGA-D3-A8GS-06,3578,SKCM
TCGA-EE-A3J8-06,820,SKCM
TCGA-D3-A1Q6-06,1006,SKCM
TCGA-RP-A693-06,3433,SKCM
TCGA-ER-A19D-06,2485,SKCM
TCGA-EE-A2GS-06,941,SKCM
TCGA-W3-AA1W-06,1988,SKCM
TCGA-D3-A51G-06,7767,SKCM
TCGA-W3-AA1O-06,4553,SKCM
TCGA-EB-A24C-01,1097,SKCM
TCGA-EE-A2A2-06,2082,SKCM
TCGA-ER-A3ES-06,1394,SKCM
TCGA-D3-A3CF-06,2013,SKCM
TCGA-FS-A1ZW-06,1072,SKCM
TCGA-HR-A2OG-06,1525,SKCM
TCGA-D3-A3CC-06,1207,SKCM
TCGA-HR-A5NC-01,2531,SKCM
TCGA-EE-A20I-06,618,SKCM
TCGA-EB-A553-01,3139,SKCM
TCGA-FS-A1ZK-06,2662,SKCM
TCGA-EB-A431-01,1527,SKCM
TCGA-EB-A550-01,1403,SKCM
TCGA-FS-A4F4-06,1300,SKCM
TCGA-D3-A8GI-06,938,SKCM
TCGA-W3-A828-06,996,SKCM
TCGA-EB-A3XD-01,483,SKCM
TCGA-D3-A8GM-06,2044,SKCM
TCGA-FR-A7UA-06,3177,SKCM
TCGA-EE-A2MQ-06,1405,SKCM
TCGA-FS-A4F9-06,2605,SKCM
TCGA-D3-A2JG-06,1430,SKCM
TCGA-DA-A3F3-06,1437,SKCM
TCGA-EE-A3JB-06,1348,SKCM
TCGA-DA-A1I8-06,1453,SKCM
TCGA-BF-A1PV-01,1722,SKCM
TCGA-EB-A85I-01,1296,SKCM
TCGA-EB-A44P-01,3700,SKCM
TCGA-XV-AB01-06,901,SKCM
TCGA-FS-A4F8-06,2298,SKCM
TCGA-GN-A263-01,667,SKCM
TCGA-D3-A8GJ-06,2722,SKCM
TCGA-EE-A3AB-06,1743,SKCM
TCGA-3N-A9WD-06,995,SKCM
TCGA-3N-A9WC-06,1761,SKCM
TCGA-FR-A8YC-06,3049,SKCM
TCGA-FS-A1Z4-06,1358,SKCM
TCGA-D3-A3MU-06,811,SKCM
TCGA-DA-A1I1-06,1333,SKCM
TCGA-EE-A2MI-06,1252,SKCM
TCGA-D9-A4Z5-01,1632,SKCM
TCGA-EE-A2GK-06,2623,SKCM
TCGA-GN-A264-06,1666,SKCM
TCGA-EB-A3XE-01,1174,SKCM
TCGA-FS-A1ZH-06,1929,SKCM
TCGA-BF-AAP2-01,1587,SKCM
TCGA-D3-A2JP-06,1050,SKCM
TCGA-YG-AA3N-01,1974,SKCM
TCGA-YD-A9TB-06,1303,SKCM
TCGA-EB-A430-01,1021,SKCM
TCGA-FS-A4FC-06,3902,SKCM
TCGA-D3-A51N-06,3123,SKCM
TCGA-EB-A57M-01,823,SKCM
TCGA-EB-A44Q-06,2830,SKCM
TCGA-EE-A185-06,1582,SKCM
TCGA-WE-A8ZM-06,9261,SKCM
TCGA-EE-A3JH-06,1216,SKCM
TCGA-EE-A2MS-06,4006,SKCM
TCGA-DA-A1I2-06,1983,SKCM
TCGA-D3-A2JH-06,1481,SKCM
TCGA-ER-A42L-06,1611,SKCM
TCGA-EE-A180-06,1003,SKCM
TCGA-EE-A2A0-06,502,SKCM
TCGA-FR-A728-01,2164,SKCM
TCGA-EB-A6QZ-01,1957,SKCM
TCGA-EE-A2MH-06,2045,SKCM
TCGA-EE-A29M-06,1948,SKCM
TCGA-EB-A5VU-01,2665,SKCM
TCGA-FS-A1ZN-01,2714,SKCM
TCGA-D3-A8GC-06,1836,SKCM
TCGA-HR-A2OH-06,1211,SKCM
TCGA-ER-A19L-06,788,SKCM
TCGA-BF-A1PU-01,1296,SKCM
TCGA-EB-A5KH-06,1254,SKCM
TCGA-EE-A29C-06,1685,SKCM
TCGA-D3-A51R-06,6599,SKCM
TCGA-BF-A5EP-01,1290,SKCM
TCGA-EE-A2M7-06,1650,SKCM
TCGA-XV-A9VZ-01,2603,SKCM
TCGA-EE-A17X-06,1279,SKCM
TCGA-FS-A1ZJ-06,1861,SKCM
TCGA-EE-A29B-06,705,SKCM
TCGA-BF-A9VF-01,3143,SKCM
TCGA-EE-A20F-06,1191,SKCM
TCGA-EE-A182-06,749,SKCM
TCGA-EE-A2GB-06,2178,SKCM
TCGA-ER-A2NB-01,771,SKCM
TCGA-EE-A2MC-06,1305,SKCM
TCGA-WE-A8ZT-06,4378,SKCM
TCGA-WE-AA9Y-06,1229,SKCM
TCGA-D3-A3C8-06,2283,SKCM
TCGA-EB-A6QY-01,2560,SKCM
TCGA-D3-A3C3-06,2697,SKCM
TCGA-EE-A20B-06,1443,SKCM
TCGA-BF-A3DN-01,1311,SKCM
TCGA-WE-A8ZR-06,3888,SKCM
TCGA-EB-A97M-01,1547,SKCM
TCGA-GF-A3OT-06,1218,SKCM
TCGA-BF-AAP8-01,3159,SKCM
TCGA-EB-A42Y-01,1075,SKCM
TCGA-FS-A1ZR-06,2203,SKCM
TCGA-ER-A19F-06,1031,SKCM
TCGA-EE-A20H-06,2726,SKCM
TCGA-EB-A82C-01,1327,SKCM
TCGA-GN-A9SD-06,1038,SKCM
TCGA-WE-A8K6-06,2889,SKCM
TCGA-GN-A4U8-06,1560,SKCM
TCGA-BF-AAOX-01,2165,SKCM
TCGA-EB-A3Y7-01,1434,SKCM
TCGA-GF-A769-01,1947,SKCM
TCGA-EE-A2GJ-06,1730,SKCM
TCGA-FS-A1ZZ-06,1587,SKCM
TCGA-D3-A5GT-01,1902,SKCM
TCGA-ER-A19G-06,1791,SKCM
TCGA-EE-A3AA-06,1059,SKCM
TCGA-DA-A3F2-06,470,SKCM
TCGA-EE-A2ME-06,1976,SKCM
TCGA-EB-A44N-01,1672,SKCM
TCGA-EE-A3J3-06,965,SKCM
TCGA-EE-A2MT-06,1664,SKCM
TCGA-D3-A3BZ-06,1032,SKCM
TCGA-GN-A8LL-06,1458,SKCM
TCGA-GN-A26C-01,1190,SKCM
TCGA-ER-A19O-06,930,SKCM
TCGA-FS-A1ZP-06,513,SKCM
TCGA-BF-A1Q0-01,1574,SKCM
TCGA-EE-A2MD-06,1798,SKCM
TCGA-D3-A8GD-06,4819,SKCM
TCGA-D9-A1JX-06,1470,SKCM
TCGA-D3-A1Q1-06,1580,SKCM
TCGA-EB-A4IS-01,2422,SKCM
TCGA-D3-A2J6-06,1054,SKCM
TCGA-EE-A181-06,2651,SKCM
TCGA-EE-A2GE-06,1110,SKCM
TCGA-FS-A1ZM-06,3135,SKCM
TCGA-D3-A5GS-06,1174,SKCM
TCGA-EB-A3XF-01,1108,SKCM
TCGA-GF-A4EO-06,3329,SKCM
TCGA-EB-A6L9-06,1044,SKCM
TCGA-EE-A29L-06,1888,SKCM
TCGA-D3-A2JA-06,2011,SKCM
TCGA-XV-A9W2-01,1176,SKCM
TCGA-RP-A695-06,903,SKCM
TCGA-ER-A19N-06,705,SKCM
TCGA-D3-A1Q7-06,1538,SKCM
TCGA-ER-A3ET-06,1050,SKCM
TCGA-EB-A5SF-01,748,SKCM
TCGA-EE-A20C-06,1170,SKCM
TCGA-XV-A9W5-01,2151,SKCM
TCGA-EB-A4OZ-01,1045,SKCM
TCGA-WE-AAA3-06,1291,SKCM
TCGA-EE-A2MR-06,2686,SKCM
TCGA-EE-A3J4-06,1253,SKCM
TCGA-EE-A2GH-06,1839,SKCM
